500 120000
100 378 2982
372 455 798
10 78 1576
176 346 7433
379 421 5675
416 425 9736
125 153 1974
238 488 7192
275 350 4239
21 334 1739
261 351 3037
81 83 7388
134 231 4430
180 289 9777
452 462 6801
219 461 8192
256 369 4582
39 94 1427
78 384 3943
9 159 7734
318 403 5277
85 492 3844
357 375 5807
394 451 6311
401 485 5733
20 377 6974
223 274 7103
260 296 3460
6 316 8494
299 450 9102
66 459 8389
158 395 824
52 138 1184
398 442 6289
165 405 834
8 464 263
303 379 4335
146 450 6472
19 176 1811
222 361 7344
5 397 9003
65 178 9461
104 328 7899
51 323 4264
127 468 8458
143 275 3596
242 490 4606
189 209 5274
62 321 9021
249 446 4446
302 432 520
122 180 4018
32 148 328
341 406 2811
108 391 688
184 463 7247
94 182 8586
131 328 8553
4 218 9772
424 478 4365
50 264 9183
89 470 1770
142 328 2204
202 223 8464
75 167 4989
421 447 1460
188 414 6701
61 136 8430
227 352 8364
47 469 9859
287 474 2642
107 214 2276
17 226 9293
93 279 4137
130 259 17
3 19 1570
169 319 9659
28 486 8682
88 137 7748
268 437 7351
35 386 6848
328 408 3388
74 100 2804
383 498 5794
187 335 1926
226 299 2284
173 368 3169
212 234 6648
16 53 844
92 320 4060
364 477 5581
2 120 3593
168 368 3471
371 395 6074
408 447 5284
117 179 2334
154 175 2999
463 475 6546
230 498 8897
267 324 8284
13 344 2354
59 230 7125
405 478 6737
172 319 4564
211 419 6793
31 116 9177
70 410 163
1 161 5423
310 469 1189
349 369 5162
229 267 1286
12 359 9383
215 360 8768
291 424 2804
58 421 3470
367 413 3753
44 144 425
390 428 9668
157 431 6986
55 304 1831
295 353 8786
152 209 4443
101 210 4375
138 428 9001
11 182 8617
214 403 2201
57 340 905
96 318 8416
149 300 381
43 345 3090
336 493 445
82 257 1190
135 265 2091
234 452 1762
181 251 6782
54 379 6820
241 416 3925
294 426 2349
114 174 2539
24 186 1231
333 400 7450
100 493 6058
137 381 297
176 469 7715
199 491 4255
275 491 1742
111 239 7352
42 290 1517
81 456 2875
134 338 4936
321 377 1848
194 233 9693
67 141 1904
180 436 3378
53 162 5156
219 326 4346
256 460 1441
39 467 5203
99 316 4908
191 276 423
85 369 7779
378 493 85
124 217 3965
161 321 5700
20 396 3282
313 382 8364
260 403 5249
80 159 4900
27 440 1478
320 430 6401
133 171 1382
66 94 216
375 456 6956
179 357 7122
218 261 2761
271 317 4528
165 282 1725
204 240 9082
8 91 151
317 463 1203
84 430 7300
356 395 4661
123 384 9252
363 401 6191
400 421 2529
109 173 3449
146 185 7465
19 317 6734
222 468 1267
95 110 6744
259 362 3730
51 204 5068
397 456 940
127 345 2946
164 469 8631
217 244 4730
203 441 1167
23 370 7863
62 460 1197
302 319 9714
69 464 5417
108 122 7990
221 309 2967
4 333 4654
207 326 5203
64 240 2454
283 414 4722
50 447 5667
359 395 7476
126 402 8142
142 471 1695
61 285 6275
47 350 9311
340 468 786
287 335 5856
144 215 5928
93 236 3678
130 406 9785
3 156 5750
206 437 6289
245 465 7841
49 334 9137
88 276 7310
141 310 2893
35 271 3510
74 235 2299
420 499 7130
187 472 3735
226 446 2182
279 424 8482
173 229 3360
46 397 8236
233 394 9423
286 412 4618
106 152 3966
16 160 3695
325 442 4909
129 327 8700
267 497 6934
103 245 8050
34 476 3680
73 418 466
382 436 7368
59 115 8571
225 367 1027
172 434 2819
45 188 1029
211 300 5798
91 258 3962
1 62 3002
183 210 5540
77 363 8803
116 247 927
153 363 7308
229 432 904
12 410 8448
305 352 8218
215 253 2404
72 117 5761
171 379 6718
263 299 881
157 292 3454
30 50 5599
196 222 5126
309 409 5468
76 436 9780
348 433 3810
385 441 9523
115 422 8183
392 459 9668
138 211 9942
11 291 2366
214 302 1656
253 268 8129
57 481 8066
149 433 6411
43 210 7967
209 238 4457
389 482 1762
119 359 5667
156 403 995
195 431 3818
15 344 2377
347 376 4471
137 490 9448
213 351 8759
252 443 4500
199 348 845
56 150 8933
111 368 2614
42 425 690
351 417 8837
81 325 418
134 457 1782
53 311 7175
240 482 9790
113 116 5812
293 376 1627
39 324 1831
332 466 3464
99 425 4442
136 189 1109
191 409 421
85 134 282
431 494 1784
198 431 7824
237 459 5664
41 352 2450
80 266 3042
133 272 7848
27 309 2841
66 213 8112
179 494 5791
218 392 2410
271 390 162
38 407 4886
98 226 7929
278 486 8420
8 198 3509
84 305 7208
123 285 2555
160 257 5956
19 454 2515
95 211 7849
259 471 837
335 352 6975
65 388 7018
374 398 4833
51 89 4214
217 321 3880
127 194 5169
164 344 5704
457 466 3651
37 214 714
203 306 5943
83 360 5561
355 463 4379
122 462 719
175 184 5980
69 325 922
362 465 7492
108 237 6372
145 381 7072
221 394 4329
4 432 2700
297 330 6327
64 75 8456
304 474 6
126 281 1843
163 273 222
435 468 1461
202 457 4885
22 180 3572
61 402 5919
121 255 2323
301 387 2667
68 402 2479
340 351 3994
107 444 3580
384 497 6509
93 97 8729
130 237 2169
3 265 9882
206 256 548
245 294 8460
282 464 5038
88 415 7727
141 427 3966
35 184 6951
7 326 4294
46 280 7687
233 247 6511
129 476 823
205 329 7740
477 484 2653
244 401 4744
48 140 8709
103 366 4362
343 479 1326
73 303 4284
225 484 6926
232 456 3021
285 322 5679
31 354 9080
91 415 5409
128 131 6612
183 423 1827
77 224 2269
423 500 2218
190 449 8198
33 282 5591
72 480 3681
312 335 2147
185 199 3707
58 191 7825
404 423 6534
171 500 3553
210 402 9627
263 412 2056
157 185 6555
270 456 1691
90 204 7025
76 303 6817
115 307 1448
152 295 413
11 476 4108
87 169 2289
18 496 7765
327 382 3009
57 110 1236
366 480 3743
170 183 8246
209 347 47
119 248 1412
156 358 6372
195 280 8074
15 45 4802
75 382 8707
114 472 2233
354 427 1116
100 155 3338
137 151 8477
446 491 1398
213 484 9071
252 334 6792
289 316 5713
199 209 4747
296 496 1831
118 291 808
155 343 1366
427 458 4403
194 499 8039
14 158 1494
53 444 2249
113 225 7035
60 488 4696
212 275 2139
251 383 7116
198 282 3712
237 320 588
274 458 3217
41 493 4947
80 389 4008
133 389 5023
27 142 3597
140 487 1927
472 495 934
255 300 5003
292 314 6999
38 258 2699
278 381 550
98 121 6886
84 196 1016
377 438 3463
197 355 2313
236 399 767
40 162 3815
95 324 2583
26 381 4985
217 462 8883
164 195 9506
37 347 6525
224 446 5701
97 160 2806
277 428 3692
23 152 9039
316 390 8165
122 341 3855
175 461 7135
69 202 2531
415 466 1712
25 300 9660
64 454 212
304 341 3148
50 169 4042
396 445 5513
126 132 496
36 148 9932
202 380 7767
22 451 1844
82 214 1999
262 466 9368
121 260 7718
174 254 4243
68 261 1308
107 297 2892
144 317 909
3 498 9980
79 135 664
10 410 9424
319 404 6061
49 112 9859
125 453 5703
162 305 619
35 37 1773
201 269 3170
148 268 5534
21 250 6385
187 238 1839
120 187 4575
67 340 3259
339 411 9173
106 498 9536
346 389 2666
399 445 7304
92 161 8309
129 169 1708
438 477 1217
78 116 6011
244 356 5841
103 483 8158
34 230 96
110 325 2867
147 445 9918
186 413 929
6 128 6917
45 422 7209
285 471 8346
105 203 7946
52 454 1816
324 355 1649
91 104 4320
204 265 3541
243 341 5261
190 332 8495
63 198 8446
266 420 4036
33 407 1882
72 363 8823
132 461 2634
247 282 18
30 292 2602
270 343 2445
143 207 2813
76 162 852
369 424 9351
422 434 8776
189 413 3745
228 485 4101
87 290 5795
18 359 460
327 499 8200
57 251 5978
366 367 1466
403 483 7632
209 464 168
156 249 9266
29 357 142
216 404 4147
89 138 9704
269 438 5074
15 182 1599
308 428 1176
75 491 1934
368 383 4288
114 335 2154
167 475 7460
86 233 2908
17 310 4209
56 428 5017
296 379 7731
169 243 7738
42 131 215
388 427 9791
118 190 9698
155 416 6762
28 82 9446
194 326 6573
14 485 7419
74 304 5871
113 286 5627
166 224 4205
60 355 1144
353 495 5792
99 223 4045
136 339 4532
212 422 1806
251 392 9165
288 382 7426
71 157 9773
2 420 7304
274 321 9648
41 90 2242
350 492 5466
117 495 8017
154 283 8311
193 311 78
140 282 2828
433 480 1152
179 196 6908
112 161 8791
292 429 113
59 426 9549
331 385 8534
98 396 6554
338 415 200
211 215 3384
391 427 2048
250 307 7891
197 488 191
70 110 1770
236 258 8799
40 45 1048
95 457 2706
26 192 6640
192 248 9056
102 351 722
139 419 4672
178 391 1620
254 362 1098
37 448 7487
330 346 7971
277 305 292
44 476 124
83 126 8850
376 500 6379
196 295 5777
235 331 7813
182 374 1980
55 252 4315
25 441 5832
334 429 4393
64 337 2771
373 457 1954
36 287 2538
239 496 8915
276 366 758
96 98 7573
22 350 3620
315 448 3244
262 329 8773
135 213 1145
121 401 9049
174 389 8339
68 136 5826
361 386 5729
181 439 1566
24 366 3294
79 264 1111
10 257 3568
49 237 3802
358 369 7572
201 442 1320
148 151 2557
21 399 8497
208 394 3491
81 156 4284
261 400 268
7 172 3287
300 442 9093
67 449 9786
106 377 8928
159 497 7767
78 195 7229
9 472 1082
318 338 5564
357 392 55
124 389 5620
161 245 8391
34 125 8485
200 333 7756
110 208 4460
147 326 527
20 56 911
186 288 2344
66 266 6622
105 304 7815
158 202 851
52 329 65
345 449 4436
91 229 666
128 361 3917
204 444 2030
280 340 4091
190 251 8837
63 75 8158
266 299 3573
33 44 4542
146 261 7500
185 473 8683
132 304 2364
5 206 4298
171 218 609
104 135 5644
284 411 6386
51 384 6392
323 423 4334
90 422 8381
203 205 3208
76 85 9498
242 301 59
189 274 4056
228 360 1416
265 482 5496
32 467 1232
87 439 6786
380 419 4628
18 218 1227
131 393 3241
170 417 6961
246 348 177
322 356 8364
216 287 9067
269 299 829
308 311 2460
75 100 1752
368 490 1282
188 349 1345
460 474 2680
227 417 3218
47 138 8226
213 254 5723
86 356 6882
17 419 9193
326 439 4152
56 311 4618
365 467 569
28 293 3361
231 494 1056
268 372 4499
14 368 9408
307 486 4312
74 423 5963
113 395 3939
166 415 9708
60 246 2540
226 234 7444
406 494 1688
173 433 2412
16 372 8926
2 315 6512
41 199 4620
387 495 9741
154 494 7485
193 396 9986
140 141 9220
13 409 789
73 246 1691
112 348 3818
59 295 5450
98 259 1102
151 271 3543
250 454 1757
70 229 7116
1 482 6196
273 389 2166
40 408 6838
349 434 337
116 419 1310
153 223 5787
26 87 6539
192 371 6563
102 202 6062
139 348 5401
12 38 164
178 314 3447
58 356 6361
330 449 8044
97 458 1784
150 188 6372
44 343 6019
337 475 311
83 139 6637
196 426 475
235 452 547
272 330 4749
55 113 9567
258 277 8405
101 275 5333
138 367 7923
410 456 6360
177 451 8985
417 444 9083
163 176 2303
36 386 5837
96 253 5482
276 497 5642
43 422 2505
315 349 3744
82 448 3810
195 227 5716
68 115 2943
234 263 2983
181 316 8516
54 58 4355
220 342 151
79 413 3729
372 393 6593
10 180 3671
125 239 413
238 310 9710
275 296 6411
21 276 5105
208 261 7378
120 465 5556
300 301 3873
67 74 6070
360 448 1404
180 363 1259
452 496 5036
219 391 7815
39 144 7074
205 232 2628
78 334 991
9 325 7539
318 473 9396
48 301 3123
147 211 896
20 323 3779
223 452 3150
260 338 1469
80 94 4742
6 362 9613
66 385 4524
105 445 103
158 433 5639
52 220 7638
398 448 7954
165 475 788
8 282 2907
280 479 5221
303 333 6728
160 181 4406
33 185 5508
109 110 667
19 122 7677
185 358 2840
132 187 5111
5 435 7885
65 200 7514
104 370 148
51 269 3044
90 301 138
143 293 6561
242 416 5578
62 143 3100
249 388 7461
265 367 6881
32 110 3837
341 476 1828
108 441 321
145 193 9839
18 81 6787
184 281 1536
94 252 7704
131 370 843
4 12 3588
170 276 5850
50 382 9176
89 412 8809
142 150 753
329 397 5365
75 145 5591
421 485 873
188 464 7794
61 94 7947
227 298 8747
264 288 764
86 499 8494
17 24 8894
93 301 7749
130 345 3568
402 466 7505
169 485 7050
155 182 406
231 355 6463
268 495 3064
88 211 2060
35 460 8493
307 371 2279
187 281 4016
226 353 2644
173 294 4071
46 204 9704
16 495 8190
71 395 7789
364 407 1729
2 142 6474
168 186 7715
371 469 1511
117 249 7878
463 493 4582
230 296 566
267 318 2933
13 270 5495
73 99 3654
112 471 3210
59 176 8042
352 422 5306
405 420 7555
172 369 206
211 493 798
31 190 696
70 336 6185
1 383 6539
310 483 583
40 259 6919
192 462 4453
139 201 8792
12 345 4233
215 418 1097
72 180 2733
291 402 4382
58 491 4394
97 327 7342
150 459 6820
44 202 6492
210 222 6026
390 474 138
157 485 4858
272 453 177
55 458 7787
348 368 3226
295 347 7624
152 155 4547
25 147 1903
101 152 4249
138 402 6552
11 96 6433
177 376 297
57 290 3674
96 264 1515
149 242 9244
43 275 9457
82 311 6686
135 451 7258
234 394 4901
54 177 3693
241 414 2159
257 337 4056
24 68 9782
333 454 840
100 471 7662
137 299 8712
10 59 8223
176 271 1445
238 445 5534
275 437 205
111 177 2010
42 360 5601
314 405 7290
81 390 6070
134 136 1399
67 183 9576
413 479 2546
53 104 2007
219 272 686
78 469 4682
9 242 1374
191 222 5080
85 327 740
378 435 8081
394 444 6485
124 147 4248
161 415 6082
20 470 584
313 324 4769
223 329 168
260 453 4635
80 201 6904
27 498 8912
299 361 8367
179 303 6331
218 331 1420
165 320 4057
38 214 7396
458 474 705
8 389 8275
317 389 7112
63 353 9709
123 474 5454
363 459 209
109 227 1006
19 263 3887
222 258 9100
259 276 8775
5 312 1017
65 69 6508
51 150 396
344 396 3298
397 446 6368
164 415 1869
203 499 4358
23 324 1
62 314 2745
249 273 561
32 249 6445
341 353 2811
184 420 1133
94 107 4237
131 255 1798
4 375 817
207 392 4922
64 138 6349
283 424 3426
359 381 7151
89 361 2964
142 285 8928
61 211 9175
248 454 923
264 427 2981
47 416 3475
340 414 1820
287 369 1063
107 125 7941
17 149 1620
93 162 5999
130 428 4155
3 70 9868
169 338 6799
478 484 8342
245 487 4367
88 350 6459
141 236 6736
35 377 6627
328 461 2934
383 425 711
420 421 7626
187 402 9573
226 500 7651
279 354 1036
46 91 4846
233 432 7786
16 90 3924
325 480 1547
92 493 7506
129 285 1083
2 5 278
168 293 8783
408 468 1017
154 248 9145
230 423 3119
103 175 7959
267 427 8574
34 402 5341
306 399 5425
73 488 4620
186 201 1861
59 77 9896
225 293 7788
172 484 9271
45 114 3538
211 374 4484
70 463 4120
1 244 714
183 228 5999
77 417 7264
370 429 6708
386 390 5666
116 185 2584
153 433 3687
229 358 7973
12 460 699
305 350 1646
215 311 9952
58 126 8931
367 488 4947
171 309 5040
443 456 5710
44 61 9547
210 341 7687
157 378 5759
450 484 9028
30 248 4383
309 431 9459
55 351 3523
348 459 2209
115 496 5369
11 285 6549
214 484 633
87 110 5505
253 322 8291
290 460 850
57 431 7207
96 387 3694
149 391 232
43 140 6364
336 402 6228
389 424 7946
119 441 8751
156 421 9356
428 450 9617
195 473 9171
15 354 2833
54 268 8594
241 267 3362
24 207 9833
333 379 8885
137 464 3689
176 442 7624
252 397 8932
199 406 5111
56 224 9162
111 314 7209
42 479 6336
351 363 8692
81 371 9810
134 263 3603
53 253 7141
240 476 2899
256 401 9093
39 446 4793
332 388 829
99 403 3985
136 231 8278
9 127 8612
191 323 3311
85 204 7952
161 276 3536
41 302 7986
313 465 5864
80 324 2801
133 198 2853
27 335 6356
320 499 5310
66 235 6146
375 407 6414
179 440 2738
218 478 7999
271 328 906
165 245 3362
38 77 7650
8 48 6795
123 343 3864
160 475 2601
400 458 1016
146 226 3408
19 400 2970
222 393 3954
259 385 3730
95 133 1791
26 444 3403
298 441 5269
65 466 8605
178 211 8520
51 99 3108
217 271 3340
127 308 7769
164 258 862
203 364 6785
496 498 2357
23 473 3194
62 417 7908
355 441 2913
122 404 2719
69 395 3166
362 391 5538
108 167 2237
145 427 7562
221 320 8836
297 368 8
207 285 719
283 293 8756
50 104 2999
126 455 1531
163 347 4640
202 447 570
22 130 3279
188 254 1980
61 360 481
121 197 9256
301 441 5737
47 309 3222
3 307 1229
206 462 6364
245 364 3025
282 486 8867
49 433 5090
88 425 3693
141 353 891
35 226 175
328 376 2465
201 206 5541
148 451 4051
7 376 6768
233 317 9223
286 305 5547
16 213 6606
325 341 4466
92 96 4794
129 490 35
168 400 4453
48 198 5663
103 288 820
34 297 8707
73 277 6513
382 489 6937
225 434 3416
45 231 5593
465 483 5751
232 498 5417
31 404 3660
324 418 8162
91 425 9448
128 221 7983
1 65 6127
183 377 8453
77 214 9448
153 318 6790
229 491 6110
33 336 2224
305 459 2328
72 426 152
312 409 7741
58 133 8972
404 489 1294
171 430 3498
210 456 4461
263 342 6637
157 207 9860
30 103 7435
76 481 4614
385 460 6676
115 381 3024
152 497 1238
392 416 8740
138 140 841
11 406 6997
214 371 9403
87 227 2226
18 422 1225
290 323 5709
170 253 9540
43 121 260
209 273 8953
119 306 2695
156 312 8743
195 322 7531
54 411 921
347 399 7314
114 398 6439
354 481 7554
100 205 5038
446 465 6043
213 298 9436
252 256 9719
199 267 9726
56 107 893
111 463 8986
42 66 7672
351 476 7344
155 353 5824
194 393 5538
14 164 6001
180 212 913
53 322 3459
240 343 8492
293 467 6613
39 307 651
191 500 3410
251 329 9315
198 464 9770
71 98 554
237 374 6461
274 384 1005
41 411 3013
80 447 4831
133 331 7174
27 216 3722
320 334 6649
193 240 5955
140 473 8534
255 278 9012
331 334 3121
278 331 604
151 187 5153
8 187 4322
84 142 1184
160 342 2485
476 496 7936
40 236 7699
222 244 7355
95 270 98
26 259 7416
65 303 6199
374 467 4059
217 404 3471
164 181 3590
37 129 4000
224 392 671
23 82 7112
316 472 2801
83 319 1659
122 283 2165
175 279 8
145 288 2252
221 469 8154
25 378 6121
64 400 584
304 399 7242
50 159 3024
126 370 7278
163 452 8009
36 94 6969
202 290 3472
22 25 2587
121 338 487
174 196 1666
68 463 9209
107 355 1326
384 390 6310
130 182 2280
3 444 870
206 341 4228
79 201 7174
10 448 9115
282 365 6684
125 283 7838
162 263 4386
35 111 1879
201 379 285
148 342 4658
441 452 6479
21 192 2805
7 493 4492
120 133 6001
46 365 2768
339 485 5620
106 440 1560
159 182 9234
346 459 6216
92 251 2195
438 491 6847
205 308 3521
244 302 9995
281 348 1265
48 113 4155
103 469 2362
34 188 2732
343 426 3940
110 403 6664
419 490 2823
186 483 7701
426 434 8943
6 190 7828
172 210 3709
45 348 697
232 381 506
105 241 8028
285 493 5589
31 281 6549
183 498 7326
190 442 1393
63 136 2185
266 490 3540
33 493 5105
247 300 9977
263 459 622
30 466 5942
323 356 2816
90 153 808
143 145 7939
270 413 5453
76 148 9646
369 486 7311
152 380 8666
461 462 2360
32 274 7742
87 372 2259
57 193 470
366 437 8318
403 429 2208
209 398 589
119 135 1911
156 179 3919
29 187 5533
216 478 5488
15 120 1213
75 293 6104
114 261 5532
167 269 6234
354 372 3440
227 254 6660
407 482 6401
137 202 3606
213 447 6170
86 167 3105
17 364 694
289 391 7512
296 421 316
169 185 79
42 201 3411
388 477 5699
118 372 779
28 100 1524
194 284 373
14 51 2729
53 471 4535
113 340 8122
166 222 1474
60 437 1872
353 421 4071
99 137 1597
136 413 6273
212 360 3525
251 450 3408
288 328 1726
198 335 6356
71 215 4808
274 375 5982
117 309 2212
154 289 6156
27 85 5516
193 333 8416
140 332 3103
433 478 9053
13 218 5360
255 411 2366
292 407 9427
112 155 3937
38 375 9182
98 450 381
338 469 6434
197 286 1418
236 308 7255
40 87 4716
95 499 5853
26 150 4613
335 384 815
102 405 9798
139 413 5766
254 336 624
37 310 8843
224 259 8158
23 231 4966
316 339 3734
376 446 1646
175 408 5238
69 101 7732
182 396 8382
55 182 5021
258 468 8330
25 455 2664
334 379 8850
64 363 7343
304 314 8210
126 249 9113
36 193 6727
239 442 6389
22 404 1685
315 410 7414
82 131 3735
135 143 2566
262 391 6400
174 339 5166
68 178 2816
361 456 6341
144 354 7210
24 312 2172
79 338 4127
10 375 6474
319 451 7162
49 219 8470
358 431 7854
125 400 2113
162 410 455
201 480 6495
148 217 7360
21 85 3652
208 452 7870
7 102 8488
300 492 3391
120 272 2469
67 267 9922
106 303 3884
159 315 5992
346 350 7664
399 456 4133
129 252 5429
205 425 2926
78 137 3829
9 390 2216
281 425 6643
48 492 6936
124 351 2277
161 195 3239
34 51 4456
200 311 5312
110 286 3553
147 272 2298
186 374 9747
45 465 4583
105 382 6293
158 240 7625
52 403 1959
345 399 3510
91 191 7040
128 419 4726
204 374 4590
243 488 6080
280 286 2526
190 289 85
266 273 7073
33 122 5155
342 492 7904
418 436 8368
185 423 5169
132 378 8619
5 244 7238
425 496 4658
247 417 2242
104 177 6288
284 429 4402
30 345 9794
323 465 7194
90 492 7508
422 487 7731
189 488 7070
62 78 4133
228 338 1632
265 424 2149
32 429 6025
18 144 262
327 414 9595
184 216 1638
94 447 4619
131 435 3588
170 471 9653
246 362 7711
29 304 3063
216 297 3779
89 221 7865
269 481 1061
15 205 7541
308 377 7533
75 94 7406
368 420 1437
167 390 5008
47 220 3913
467 472 2281
86 306 4055
17 473 3267
326 365 2620
56 257 1142
118 195 5786
28 255 3515
231 416 9389
14 446 7061
307 432 8127
74 365 5762
113 449 8666
60 200 4162
136 264 3142
212 499 8992
16 302 2962
288 451 6026
71 328 3664
2 369 6013
41 141 5733
387 409 5794
117 442 5378
154 436 399
193 474 3329
140 199 1788
13 79 7289
59 497 1076
352 357 7638
98 345 273
151 449 1606
391 470 9252
250 396 2464
197 387 7981
70 147 9406
1 440 4863
40 450 4104
116 373 875
153 229 3757
26 29 5373
192 269 6131
102 256 5066
139 278 6948
12 24 8720
178 368 9058
254 479 9625
37 443 1533
330 439 1308
97 384 1443
44 393 9506
337 401 1415
83 213 7838
196 348 3674
182 283 1862
258 299 5849
25 76 4531
334 454 5111
101 473 6830
